Operation,Comparisons
280,2
281,0
282,6
283,0
284,2
285,0
286,4
287,0
288,2
289,0
290,10
291,0
292,2
293,0
294,4
295,0
296,2
297,0
298,6
299,0
300,2
301,0
302,4
303,0
304,2
305,0
306,8
307,0
308,2
309,0
310,4
311,0
312,2
313,0
314,6
315,0
316,2
317,0
318,4
319,0
320,2
321,0
322,12
323,0
324,2
325,0
326,4
327,0
328,2
329,0
330,6
331,0
332,2
333,0
334,4
335,0
336,2
337,0
338,8
339,0
340,2
341,0
342,4
343,0
344,2
345,0
346,6
347,0
348,2
349,0
350,4
351,0
352,2
353,0
354,10
355,0
356,2
357,0
358,4
359,0
360,2
361,0
362,6
363,0
364,2
365,0
366,4
367,0
368,2
369,0
370,8
371,0
372,2
373,0
374,4
375,0
376,2
377,0
378,6
379,0
380,2
381,0
382,4
383,0
384,2
385,0
386,14
387,0
388,2
389,0
390,4
391,0
392,2
393,0
394,6
395,0
396,2
397,0
398,4
399,0
400,2
401,0
402,8
403,0
404,2
405,0
406,4
407,0
408,2
409,0
410,6
411,0
412,2
413,0
414,4
415,0
416,2
417,0
418,10
419,0
420,2
421,0
422,4
423,0
424,2
425,0
426,6
427,0
428,2
429,0
430,4
431,0
432,2
433,0
434,8
435,0
436,2
437,0
438,4
439,0
440,2
441,0
442,6
443,0
444,2
445,0
446,4
447,0
448,2
449,0
450,12
451,0
452,2
453,0
454,4
455,0
456,2
457,0
458,6
459,0
460,2
461,0
462,4
463,0
464,2
465,0
466,8
467,0
468,2
469,0
470,4
471,0
472,2
473,0
474,6
475,0
476,2
477,0
478,4
479,0
480,2
481,0
482,10
483,0
484,2
485,0
486,4
487,0
488,2
489,0
490,6
491,0
492,2
493,0
494,4
495,0
496,2
497,0
498,8
499,0
500,2
501,0
502,4
503,0
504,2
505,0
506,4
507,0
508,2
509,0
510,6
511,0
512,2
513,0
514,4
515,0
516,2
517,0
518,8
519,0
520,2
521,0
522,4
523,0
524,2
525,0
526,6
527,0
528,2
529,0
530,4
531,0
532,2
533,0
534,10
535,0
536,2
537,0
538,4
539,0
540,2
541,0
542,6
543,0
544,2
545,0
546,4
547,0
548,2
549,0
550,8
551,0
552,2
553,0
554,4
555,0
556,2
557,0
558,6
559,0
560,2
561,0
562,4
563,0
564,2
565,0
566,12
567,0
568,2
569,0
570,4
571,0
572,2
573,0
574,6
575,0
576,2
577,0
578,4
579,0
580,2
581,0
582,8
583,0
584,2
585,0
586,4
587,0
588,2
589,0
590,6
591,0
592,2
593,0
594,4
595,0
596,2
597,0
598,10
599,0
600,2
601,0
602,4
603,0
604,2
605,0
606,6
607,0
608,2
609,0
610,4
611,0
612,2
613,0
614,8
615,0
616,2
617,0
618,4
619,0
620,2
621,0
622,6
623,0
624,2
625,0
626,4
627,0
628,2
629,0
630,14
631,0
632,2
633,0
634,4
635,0
636,2
637,0
638,6
639,0
640,2
641,0
642,4
643,0
644,2
645,0
646,8
647,0
648,2
649,0
650,4
651,0
652,2
653,0
654,6
655,0
656,2
657,0
658,4
659,0
660,2
661,0
662,10
663,0
664,2
665,0
666,4
667,0
668,2
669,0
670,6
671,0
672,2
673,0
674,4
675,0
676,2
677,0
678,8
679,0
680,2
681,0
682,4
683,0
684,2
685,0
686,6
687,0
688,2
689,0
690,4
691,0
692,2
693,0
694,12
695,0
696,2
697,0
698,4
699,0
700,2
701,0
702,6
703,0
704,2
705,0
706,4
707,0
708,2
709,0
710,8
711,0
712,2
713,0
714,4
715,0
716,2
717,0
718,6
719,0
720,2
721,0
722,4
723,0
724,2
725,0
726,10
727,0
728,2
729,0
730,4
731,0
732,2
733,0
734,6
735,0
736,2
737,0
738,4
739,0
740,2
741,0
742,8
743,0
744,2
745,0
746,4
747,0
748,2
749,0
750,6
751,0
752,2
753,0
754,4
755,0
756,2
757,0
758,16
759,0
760,2
761,0
762,4
763,0
764,2
765,0
766,6
767,0
768,2
769,0
770,4
771,0
772,2
773,0
774,8
775,0
776,2
777,0
778,4
779,0
780,2
781,0
782,6
783,0
784,2
785,0
786,4
787,0
788,2
789,0
790,10
791,0
792,2
793,0
794,4
795,0
796,2
797,0
798,6
799,0
800,2
801,0
802,4
803,0
804,2
805,0
806,8
807,0
808,2
809,0
810,4
811,0
812,2
813,0
814,6
815,0
816,2
817,0
818,4
819,0
820,2
821,0
822,12
823,0
824,2
825,0
826,4
827,0
828,2
829,0
830,6
831,0
832,2
833,0
834,4
835,0
836,2
837,0
838,8
839,0
840,2
841,0
842,4
843,0
844,2
845,0
846,6
847,0
848,2
849,0
850,4
851,0
852,2
853,0
854,10
855,0
856,2
857,0
858,4
859,0
860,2
861,0
862,6
863,0
864,2
865,0
866,4
867,0
868,2
869,0
870,8
871,0
872,2
873,0
874,4
875,0
876,2
877,0
878,6
879,0
880,2
881,0
882,4
883,0
884,2
885,0
886,14
887,0
888,2
889,0
890,4
891,0
892,2
893,0
894,6
895,0
896,2
897,0
898,4
899,0
900,2
901,0
902,8
903,0
904,2
905,0
906,4
907,0
908,2
909,0
910,6
911,0
912,2
913,0
914,4
915,0
916,2
917,0
918,10
919,0
920,2
921,0
922,4
923,0
924,2
925,0
926,6
927,0
928,2
929,0
930,4
931,0
932,2
933,0
934,8
935,0
936,2
937,0
938,4
939,0
940,2
941,0
942,6
943,0
944,2
945,0
946,4
947,0
948,2
949,0
950,12
951,0
952,2
953,0
954,4
955,0
956,2
957,0
958,6
959,0
960,2
961,0
962,4
963,0
964,2
965,0
966,8
967,0
968,2
969,0
970,4
971,0
972,2
973,0
974,6
975,0
976,2
977,0
978,4
979,0
980,2
981,0
982,10
983,0
984,2
985,0
986,4
987,0
988,2
989,0
990,6
991,0
992,2
993,0
994,4
995,0
996,2
997,0
998,8
999,0
1000,2
1001,0
1002,4
1003,12
1004,10
1005,24
1006,23
1007,23
1008,20
1009,25
1010,20
1011,22
1012,13
1013,27
1014,24
1015,26
1016,19
1017,20
1018,23
1019,21
1020,18
1021,22
1022,23
1023,21
1024,20
1025,25
1026,20
1027,24
1028,9
1029,26
1030,21
1031,23
1032,18
1033,25
1034,20
1035,24
1036,17
1037,23
1038,20
1039,20
1040,19
1041,24
1042,19
1043,21
1044,10
1045,27
1046,24
1047,22
1048,17
1049,24
1050,21
1051,25
1052,18
1053,24
1054,23
1055,25
1056,20
1057,23
1058,18
1059,24
1060,15
1061,26
1062,23
1063,25
1064,16
1065,25
1066,22
1067,20
1068,17
1069,25
1070,22
1071,22
1072,15
1073,22
1074,19
1075,21
1076,12
1077,26
1078,23
1079,23
1080,18
1081,23
1082,22
1083,20
1084,7
1085,23
1086,22
1087,24
1088,15
1089,24
1090,19
1091,21
1092,14
1093,25
1094,22
1095,24
1096,19
1097,24
1098,17
1099,21
1100,14
1101,24
1102,21
1103,19
1104,18
1105,21
1106,18
1107,22
1108,7
1109,25
1110,24
1111,26
1112,19
1113,24
1114,21
1115,25
1116,18
1117,26
1118,23
1119,25
1120,18
1121,25
1122,20
1123,24
1124,13
1125,26
1126,23
1127,23
1128,20
1129,25
1130,22
1131,24
1132,17
1133,23
1134,22
1135,18
1136,19
1137,24
1138,19
1139,17
1140,6
1141,26
1142,21
1143,25
1144,18
1145,25
1146,22
1147,24
1148,17
1149,19
1150,22
1151,22
1152,17
1153,22
1154,15
1155,13
1156,14
1157,23
1158,22
1159,24
1160,19
1161,24
1162,21
1163,17
1164,16
1165,24
1166,15
1167,21
1168,16
1169,21
1170,20
1171,20
1172,9
1173,26
1174,23
1175,25
1176,20
1177,25
1178,12
1179,22
1180,17
1181,17
1182,22
1183,22
1184,19
1185,22
1186,21
1187,23
1188,14
1189,23
1190,22
1191,24
1192,19
1193,24
1194,21
1195,21
1196,16
1197,22
1198,21
1199,23
1200,18
1201,23
1202,20
1203,22
1204,11
1205,25
1206,22
1207,24
1208,19
1209,24
1210,21
1211,23
1212,16
1213,22
1214,21
1215,23
1216,18
1217,13
1218,18
1219,20
1220,11
1221,24
1222,19
1223,21
1224,16
1225,21
1226,20
1227,22
1228,13
1229,23
1230,18
1231,22
1232,17
1233,20
1234,19
1235,21
1236,4
1237,23
1238,24
1239,26
1240,21
1241,26
1242,23
1243,25
1244,12
1245,26
1246,23
1247,25
1248,20
1249,25
1250,18
1251,24
1252,15
1253,26
1254,23
1255,25
1256,20
1257,25
1258,22
1259,24
1260,17
1261,25
1262,22
1263,20
1264,19
1265,24
1266,21
1267,23
1268,12
1269,26
1270,13
1271,25
1272,16
1273,25
1274,18
1275,24
1276,17
1277,25
1278,22
1279,24
1280,15
1281,24
1282,21
1283,19
1284,10
1285,25
1286,18
1287,24
1288,19
1289,24
1290,21
1291,19
1292,12
1293,24
1294,17
1295,23
1296,14
1297,19
1298,20
1299,22
1300,5
1301,26
1302,11
1303,25
1304,20
1305,25
1306,22
1307,24
1308,13
1309,25
1310,22
1311,24
1312,19
1313,24
1314,21
1315,19
1316,14
1317,25
1318,22
1319,24
1320,19
1321,24
1322,17
1323,19
1324,12
1325,20
1326,21
1327,19
1328,18
1329,23
1330,20
1331,22
1332,7
1333,25
1334,22
1335,24
1336,15
1337,20
1338,21
1339,23
1340,16
1341,24
1342,21
1343,23
1344,18
1345,23
1346,16
1347,22
1348,13
1349,24
1350,21
1351,23
1352,18
1353,11
1354,20
1355,18
1356,11
1357,23
1358,20
1359,22
1360,17
1361,18
1362,15
1363,21
1364,6
1365,26
1366,23
1367,25
1368,20
1369,25
1370,22
1371,24
1372,17
1373,25
1374,22
1375,24
1376,19
1377,24
1378,21
1379,23
1380,14
1381,17
1382,22
1383,24
1384,19
1385,16
1386,21
1387,23
1388,16
1389,24
1390,21
1391,17
1392,18
1393,23
1394,20
1395,22
1396,11
1397,25
1398,22
1399,18
1400,19
1401,24
1402,21
1403,17
1404,16
1405,24
1406,21
1407,23
1408,18
1409,23
1410,20
1411,22
1412,13
1413,24
1414,15
1415,17
1416,12
1417,23
1418,20
1419,16
1420,9
1421,23
1422,20
1423,22
1424,17
1425,22
1426,19
1427,21
1428,8
1429,25
1430,22
1431,24
1432,19
1433,24
1434,21
1435,23
1436,16
1437,24
1438,21
1439,23
1440,18
1441,23
1442,20
1443,22
1444,13
1445,8
1446,21
1447,23
1448,18
1449,23
1450,20
1451,14
1452,15
1453,23
1454,20
1455,22
1456,17
1457,22
1458,19
1459,13
1460,10
1461,24
1462,21
1463,23
1464,18
1465,23
1466,20
1467,22
1468,15
1469,23
1470,20
1471,22
1472,17
1473,22
1474,19
1475,21
1476,12
1477,23
1478,20
1479,22
1480,17
1481,22
1482,19
1483,21
1484,14
1485,22
1486,19
1487,21
1488,16
1489,21
1490,18
1491,20
1492,1
1493,15
1494,20
1495,18
1496,13
1497,14
1498,21
1499,21
1500,12
1501,20
1502,21
1503,23
1504,18
1505,21
1506,20
1507,18
1508,7
1509,24
1510,17
1511,21
1512,16
1513,23
1514,20
1515,20
1516,15
1517,19
1518,20
1519,20
1520,15
1521,20
1522,17
1523,21
1524,8
1525,22
1526,19
1527,21
1528,14
1529,23
1530,16
1531,20
1532,15
1533,23
1534,20
1535,20
1536,17
1537,22
1538,19
1539,21
1540,10
1541,21
1542,16
1543,22
1544,17
1545,20
1546,17
1547,21
1548,12
1549,22
1550,17
1551,19
1552,14
1553,21
1554,18
1555,20
1556,5
1557,24
1558,19
1559,21
1560,16
1561,23
1562,20
1563,20
1564,13
1565,23
1566,20
1567,22
1568,17
1569,22
1570,17
1571,21
1572,10
1573,21
1574,18
1575,22
1576,15
1577,16
1578,17
1579,21
1580,12
1581,22
1582,19
1583,19
1584,16
1585,21
1586,16
1587,20
1588,9
1589,23
1590,20
1591,20
1592,17
1593,22
1594,19
1595,19
1596,14
1597,22
1598,17
1599,21
1600,16
1601,21
1602,18
1603,18
1604,11
1605,22
1606,19
1607,21
1608,16
1609,21
1610,16
1611,18
1612,13
1613,21
1614,16
1615,20
1616,13
1617,20
1618,17
1619,19
1620,4
1621,24
1622,17
1623,23
1624,18
1625,23
1626,20
1627,22
1628,15
1629,19
1630,20
1631,16
1632,17
1633,16
1634,15
1635,21
1636,6
1637,17
1638,20
1639,22
1640,13
1641,22
1642,19
1643,21
1644,14
1645,22
1646,19
1647,15
1648,16
1649,21
1650,18
1651,14
1652,5
1653,23
1654,12
1655,22
1656,17
1657,22
1658,19
1659,21
1660,14
1661,14
1662,15
1663,21
1664,16
1665,21
1666,14
1667,16
1668,11
1669,22
1670,19
1671,17
1672,12
1673,21
1674,18
1675,20
1676,13
1677,17
1678,14
1679,20
1680,15
1681,20
1682,17
1683,19
1684,6
1685,23
1686,20
1687,22
1688,17
1689,22
1690,19
1691,21
1692,14
1693,22
1694,19
1695,21
1696,16
1697,21
1698,18
1699,20
1700,11
1701,22
1702,19
1703,15
1704,10
1705,15
1706,18
1707,20
1708,13
1709,21
1710,6
1711,20
1712,15
1713,20
1714,17
1715,19
1716,8
1717,22
1718,19
1719,13
1720,16
1721,21
1722,8
1723,20
1724,13
1725,21
1726,18
1727,20
1728,15
1729,20
1730,17
1731,19
1732,10
1733,11
1734,8
1735,20
1736,15
1737,20
1738,17
1739,19
1740,12
1741,20
1742,17
1743,19
1744,14
1745,19
1746,16
1747,18
1748,1
1749,22
1750,19
1751,15
1752,16
1753,21
1754,16
1755,20
1756,9
1757,21
1758,18
1759,20
1760,15
1761,14
1762,17
1763,19
1764,8
1765,17
1766,16
1767,20
1768,13
1769,18
1770,9
1771,19
1772,10
1773,18
1774,17
1775,17
1776,14
1777,19
1778,16
1779,18
1780,3
1781,21
1782,12
1783,18
1784,9
1785,18
1786,15
1787,19
1788,12
1789,14
1790,17
1791,13
1792,12
1793,19
1794,16
1795,18
1796,9
1797,18
1798,15
1799,5
1800,12
1801,19
1802,16
1803,16
1804,11
1805,19
1806,16
1807,18
1808,13
1809,18
1810,15
1811,17
1812,4
1813,21
1814,18
1815,20
1816,9
1817,20
1818,13
1819,19
1820,12
1821,20
1822,17
1823,19
1824,14
1825,13
1826,16
1827,18
1828,9
1829,20
1830,17
1831,15
1832,10
1833,19
1834,16
1835,10
1836,3
1837,19
1838,16
1839,18
1840,13
1841,18
1842,15
1843,17
1844,6
1845,20
1846,17
1847,19
1848,4
1849,19
1850,16
1851,12
1852,5
1853,19
1854,10
1855,18
1856,13
1857,18
1858,15
1859,11
1860,8
1861,19
1862,16
1863,18
1864,13
1865,18
1866,15
1867,17
1868,10
1869,18
1870,15
1871,17
1872,12
1873,17
1874,14
1875,16
1876,1
1877,17
1878,16
1879,14
1880,9
1881,18
1882,13
1883,17
1884,10
1885,18
1886,15
1887,17
1888,8
1889,7
1890,14
1891,12
1892,3
1893,16
1894,5
1895,17
1896,12
1897,17
1898,8
1899,16
1900,9
1901,15
1902,14
1903,16
1904,9
1905,14
1906,13
1907,13
1908,4
1909,18
1910,15
1911,17
1912,12
1913,17
1914,14
1915,12
1916,9
1917,17
1918,14
1919,16
1920,11
1921,16
1922,13
1923,15
1924,2
1925,17
1926,14
1927,16
1928,11
1929,16
1930,13
1931,9
1932,8
1933,16
1934,13
1935,15
1936,10
1937,15
1938,12
1939,14
1940,1
1941,16
1942,5
1943,15
1944,10
1945,15
1946,12
1947,14
1948,5
1949,7
1950,12
1951,14
1952,7
1953,14
1954,11
1955,13
1956,4
1957,15
1958,8
1959,8
1960,9
1961,14
1962,11
1963,13
1964,6
1965,14
1966,11
1967,13
1968,2
1969,13
1970,10
1971,12
1972,1
1973,11
1974,10
1975,10
1976,5
1977,10
1978,9
1979,9
1980,4
1981,12
1982,9
1983,11
1984,6
1985,11
1986,8
1987,10
1988,1
1989,4
1990,7
1991,9
1992,2
1993,9
1994,6
1995,2
1996,1
1997,3
1998,2
1999,6
2000,1
2001,2
2002,1
2003,1
